Tweet,ID
"""1. Employees are exposed to Bodily fluids smeared on walls in restrooms and are not cleaned up. 2. The employer has not implemented social distancing for infection control. Refer to the Centers for Disease Control CDC guidance for employers at this link. https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/businesses-employers.html OSHA in coordination with the Department of Health and Human Services has prepared Guidance on Preparing Workplaces for COVID-19. It can be found here: https://www.osha.gov/Publications/OSHA3990.pdf"" - ThredUp in Mechanicsburg, PA",C-1565863
"""Inbound and Outbound 1) COVID-19 Exposure to numerous employees. Company denying it to employees saying its all rumors. 2) No proper PPE (safety glasses, respiratory protection, disposable gloves) to protect from viral contamination, no proper sanitation, no disinfecting wipes for employees to clean work stations and no social distancing. Refer to the Centers for Disease Control CDC guidance for employers at this link. https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/businesses-employers.html OSHA in coordination with the Department of Health and Human Services has prepared Guidance on Preparing Workplaces for COVID-19. It can be found here: https://www.osha.gov/Publications/OSHA3990.pdf"" - Syncreon in Carlisle, PA",C-1565991
"""1. Employees have tested positive for COVID-19, and the facility is not being sanitized to protect the remaining employees. 2. Employees cannot maintain social distancing while accomplishing their work."" - Silgan Closures in Hazleton, PA",C-1565649
"""1. Work place is infested with rats (rats are falling out of our roof landing in the sink that is required to use to wash our hands. 2. Building has non-working heat. 3. Gas leaks from the burners. 4. Tire trailer has gigantic holes in the floor. 5. The side doorway trailer has extremely sharp edges. 6. Multiple isles/exit routes are blocked for fire escapes. 7. Roof is leaking in multiple places onto LIVE electrical fixtures. 8. Employer is not complying with CDC COVID-19 guidelines. Hazard Location: ----------------------------------------------------------------------- Mechanics bathroom, tire trailer, customer lounge/office, back room. the shop itself in bay closest to the office"" - Mavis Discount Tire in Allentown, PA",C-1565756
"""1. The employer is not complying with the Center for Disease Control and Prevention Guidelines or the order of the Governor of the Commonwealth of PA by allowing employees to work in close proximity to one another (not complying with social distancing). 2. Tools are not sanitized throughout the day. Location: Lubin Building, Seating"" - KNOLL, INC. in East Greenville, PA",C-1566151
"""1.) Employees have reported personal illnesses to management, consistent with symptoms of COVID-19. However, management supplies the employee with a facemask and the employee continues to work. Management is not currently following CDC and OSHA guidelines for managing COVID-19 in the workplace."" - The J.M. Smuckers Company in Meadville, PA",C-1565621
"""1.) CDC and OSHA guidelines for COVID-19 have not been fully implemented in the Billing / Revenue Department. Appropriate social distancing procedures have not been implemented."" - Penn Highlands DuBois in Du Bois, PA",C-1565662
"""1.) The Sanitation Stations set up throughout the facility are not stocked with all necessary personal cleaning supplies."" - Wabtec U.S. Rail, Inc. in Erie, PA",C-1565693
"""Employees are not provided disinfecting equipment to minimize exposure to COVID-19."" - Little Caesar's in Meridianville, AL",C-1566374
"""1. The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, providing hand sanitizer to employees, properly sanitizing equipment before use between employees, and practicing social distancing."" - Circlestone Country Club, Inc. in Adel, GA",C-1567720
"""1. On or about April 2, 2020, a resident was tested positive for COVID-19 and the employer did not have a procedure per CDC guidelines in place to inform all of their employees until this week thereby exposing employees to COVID-19. 2. Employees who were exposed to COVID-19 positive residents were not told by the employer per CDC guidelines to self-quarantine."" - Opis Coquina Center in Ormond Beach, FL",C-1566208
"""Employees are concerned with possible exposure to the coronavirus (COVID-19). The employer fails to disinfect the workplace to mitigate the further spread of the virus."" - Williams-Sonoma DTC, Inc. in Memphis, TN",C-1567752
"""1. Hand sanitizer is not available. 2. Only one disposable gown given for the entire day. 3. The restrooms are not kept in a clean and sanitary order."" - Tyson Foods, Inc. in Shelbyville, TN",C-1565747
"""1) Employees are not provided with the proper personal protective equipment."" - Acadia Healthcare in Franklin, TN",C-1566892
"""1. Several employees have been diagnosed with COVID; social distancing is not possible at the workplace. 2. Multiple employees have been positive for COVID; employees are not being notified. Building is not being cleaned and sanitized. 3. 30 new cases of COVID and employees are still required to work in close contact with one another and cannot maintain 6 feet apart. 4. 8 cases of COVID in the workplace. Social distancing is not working; solution is to put shower curtains between each station and in the restroom. Restrooms are not being cleaned properly."" - Amazon.com Services LLC in Memphis, TN",C-1570132
"""1) Employees are required to use the same loop mask for the entire work week, or 7 days. The employer only allows a new one if it becomes visibly soiled. Employees are not allowed a new mask even if the mask loses its structural and/or functional integrity due to vapor expelled while breathing."" - Memorial Health Care System in Chattanooga, TN",C-1565767
"""1) Employees are unable to be 6 feet apart while working. 2) Unable to wear a mask and gloves while working in the drive-through. 3) No hand sanitizer has been delivered in several weeks to the store."" - Krystal Holding, Inc. in Loudon, TN",C-1566179
"""Employees who deliver food trays are not being provided PPE."" - Morrison Service Company LLC in Knoxville, TN",C-1570269
"""Employees are exposed to respiratory hazards as they are not provided adequate Personal Protective Equipment while working in close proximity to patients. Possible Applicable OSHA Standard 29 CFR 1910.132"" - 3C Compassionate Care Center in Naperville, IL",C-1566321
"""1. Employees in the dialysis clinic are not provided with proper respiratory protection. Applicable OSHA Standard: and 1910.134"" - Fresenius Kidney Care Southside in Chicago, IL",C-1566031
"""Employees are exposed to the following alleged hazards: 1. The employer failed to protect the employees from COVID-19 exposure, by not providing PPE for a possible COVID-19 case. 2. Employer is doing nothing to protect the health and safety of the employees from COVID-19 exposure."" - Sheonbrunn Inn and Conference in New Philadelphia, OH",C-1565619
"""Approximately employees are exposed to the following alleged hazards: 1. We are being over looked when the stay at home order is in place and risking exposure and spreading COVID-19. 2. Being at the facility is adding extra exposure to COVID-19 to the staff that work at this facility"" - Capital Health Care Network in Columbus, OH",C-1565722
"""Employees are reusing surgicals masks between patient care and reusing the same mask for 3 days. Employees are not being allowed to use their own N95s for protection. Employees are exposed to potential health hazards due to these conditions."" - Marshfield Medical Center - in Marshfield, WI",C-1567162
"""1. This CSL Plasma center does not provide the proper personal protective equipment needed for the COVID-19 virus."" - CSL Plasma in Saginaw, MI",C-1566942
"""1. A client?s immediate family member tested positive for COVID-19, client was at center all last week and had contact with other employees and kids. Centria is doing nothing about it, continuing to have staff and clients come into the center. 2. This location has not been cleaned nor has Centria reached out to anyone to inform them what to do."" - Centria Healthcare in Farmington, MI",C-1569212
"""1. Hospital Administrator did not warn co-workers that a staff member had contracted COVID-19."" - Kalkaska Memorial Health Center in Kalkaska, MI",C-1569307
"""1. The business does not perform a service that is necessary to sustain or protect life; not abiding by Executive Orders 2020-21 and 2020-42. 2. The employer has not increased efforts to clean and sanitize of high-contact surfaces. 3. Social distancing of at least six feet is not enforced. 4. Work shifts are not staggered to decrease in-person contacts. 5. Breakroom coffee pot is still used. 6. Garbage is on the floors."" - US Special Delivery in Iron Mountain, MI",C-1570138
"""Caller is reporting that if they choose to stay home and self quarantine they will lose their jobs. There are no safety precautions being taken to protect them against COVID-19. She is terrified to go to work because no one is cleaning or sanitizing anything. Their boss makes fun of them when they do try and clean but he will not let them use bleach in the office. She is afraid if she does not go to work she will lose her job or he will fight her unemployment."" - Paul's Recycling in Sikeston, MO",C-1565597
"""One of the supervisors wife tested positive for COVID-19 virus she has been sick for the last two weeks and he has been reporting to work. There is no safety precautions, no one wears mask and I feel the whole facility has been exposed to the virus."" - DALLAS PLASTICS CORPORATION in Wentzville, MO",C-1565604
"""Over 10 employees during the covid19. Social distance isnt enforced. Two employees came in sick with covid19 symptoms and were allowed to work. Prior to the covid19 the employees are working 12 hour shifts standing on cardboard for support."" - TIGHTLINE COMPOSITES in Hazelwood, MO",C-1566261
"""Complaint alleges: - Employees and customers not wearing PPE for prevention of COVID-19."" - Tractor Supply Co. in Hannibal, MO",C-1566330
"""SSM St. Mary's is only allowing hospital employees one disposable mask per week (3- 12 hour shifts). This includes those RNs caring for COVID-19 patients. Hazard Location: 4th floor, all floors"" - SSM HEALTH St. Mary's in Saint Louis, MO",C-1567134
"""1) Employees are potentially exposed to respiratory hazards associated the lack of respirators. It was reported that the employer is refusing to supply employees performing direct patient care of positive and suspected COVID-19 patients with N95 masks in all units in the hospital. Employer has failed to evaluate respiratory hazards in the workplace. Contrary to 29 CFR 1910.134."" - Banner Health DBA Northern in Greeley, CO",C-1566034
"""1. Employees are potentially exposed to chemical hazards. Employees were given an unknown cleaning solution to sanitize work equipment. Solution was placed in unmarked and unlabeled generic spray bottles and were told to refill from a gallon of the solution that was mixed in an old windshield fluid bottle. The only information given was to not get on the skin. Contrary to 29 CFR 1910.1200. 2. The company also provides no PPE to employees who frequently handle biohazard material as well as covid19 samples. Contrary to 29 CFR 1910.132 and 29 CFR 1910.134."" - Hospital Couriers Corporation in Fort Collins, CO",C-1567071
"""Potential concern that employer failed to implement Center for Disease Control (CDC), Local Health Department and Cal/OSHA Guidance on Requirments to Protect Workers from Coronavirus to prevent the spread between person-to-person and close contact (within about 6 feet), or provide personal protective equipment from COVID-19. (Reference Title 8 CCR 3203 & 3380)"" - 99 Cents Only Store in Salinas, CA",C-1566134
"""-Potential concern that employer failed to decontaminate workplace after employee tested positive for COVID-19. Reference T8 CCR Sec. 3203 & 3362"" - Bay Area Ultrasound Prenatal in San Jose, CA",C-1566376
"""1. Employee restroom facilities located at various BART stations in Alameda County, as well as Division 2, 4 & 6, often lack soap and hot water. T8 CCR 3366(d) 2. The employer has failed to disinfect and clean buses to prevent poss ble exposure to COVID-19. T8 CCR 3203(a)(6) 3. The employer failed to provide employees with sufficient personal protective equipment while working in close proximity to ADA passengers requiring assistance. T8 CCR 3380(f)(1)"" - Alameda-Contra Costa Transit District in Oakland, CA",C-1573625
"""The employer failed to identify and correct the hazards of ensuring that personnel practicing social distancing while in the warehouse virus adhered to the quarantine guidelines as it is recommended by the CDC, WHO and Cal/OSHA guidelines as it pertains to the COVID-19 virus and the requirements to prevent the spread of the disease. T8 CCR 3203(a)(4)(6)."" - Amazon-Delivery Warehouse in San Pablo, CA",C-1567142
"""5199: Employee's are concerned about possible exposure to COVID-19 due to resident that tested positive."" - Davis Guest Home in Modesto, CA",C-1567440
"""T8 CCR 5199(g)(7) /5144(h)(1) Employees received an N95 mask two weeks ago and have not been replaced, even though they attended approx. 20 patients per day."" - Park Boulevard Oral Surgery in San Diego, CA",C-1566465
"""3203(a)(4) EMPLOYER NOT SOCIAL DISTANCING"" - UNITED WASH in Huntington Park, CA",C-1567375
"""1. Employees work closer than 6 feet of each other for extended periods in violation of CDC COVID-19 infection control procedures. 2. There are inadequate disinfection and sanitation materials."" - Allied Universal in Woodland Hills, CA",C-1574728
"""T8CCR 3203(a)(4)- Employees aren't provided with gloves, gowns, or masks to protect against contact with customers. There are approximately 13 employees working."" - Office Depot in Whittier, CA",C-1567437
"""Item #1 - Employees are not working 6 feet apart when working on the submarines. Possible violation of section 5(a)(1) of the Occupational Safety and Health Act. Item #2 - Submarines have ineffective ventilation for employees using hazardous chemicals and possibly exposed to Covid-19. Possible violation of 29 CFR 1915.1000 and Possible violation of section 5(a)(1) of the Occupational Safety and Health Act. Item #3 - The employer is having submarines disinfected for Covid-19 with chemicals that are not approved for decontamination per CDC. Poss ble violation of section 5(a)(1) of the Occupational Safety and Health Act. Item #4 - Employees are not provided with effective personal protective equipment. Possible violation of 29 CFR 1915.152(a). Item #5 - The employer has not conducted a hazard assessment to determine appropriate hierarchy of controls Possible violation of 29 CFR 1915 152(b)"" - Portsmouth Naval Shipyard Portsmouth in Kittery, ME",C-1565840
"""1. Informational meeting/communication on COVID 19 have not been conducted with employees to explain the employer?s efforts to minimize the spread of COVID 19 in the workplace; 2. Employer has not provided face masks for public health. 3. Employer has not initiated routine cleaning/disinfecting in work place to prevent spread of COVID 19; 4. Due to the nature of the work - Distancing guidelines are not followed or enforced. Employer has not developed alternate methods to protect employee from the risk of exposure; 5. Employer has not developed and implemented and trained employees regarding: not coming to work sick, who to report to, notifying work if household member is sick, what type of leave etc. 6. NOTE: Please refer to local health authority of www.cdc.gov for additional pandemic workplace safety guidance;"" - Vestcom in South Easton, MA",C-1565729
"""Employer has not implemented methods to protect employees from COVID: 1.Bathrooms are not maintained in clean condition; 2.There is no running water on site 3.There is no sanitizer on site; 4.The site is crowded and employees are not able to maintain distance from each other; 5.   There are no face masks for the public health risk of COVID;"" - BAYSTATE DRYWALL in Somerset, MA",C-1565812
"""1. Informational meeting/communication on COVID 19 have not been conducted with employees to explain the employer?s efforts to minimize the spread of COVID 19 in the work place and off-site in light of employees going to customer sites on a daily basis. Employer has not developed alternate methods to protect employee from the risk of exposure; For example - Employer has not contacted customers ahead to ensure that they can implement social distancing on site when their employees are servicing equipment and training. Due to the nature of the work ? servicing and training, distancing guidelines are unable to be followed. 2. Employer has not provided face masks for public health. 3. No hand sanitizer or wipes 4. Employer has not initiated routine cleaning/disinfecting in work place to prevent spread of COVID 19; 5  NOTE: Please refer to local health authority of www cdc gov for additional pandemic workplace safety"" - INSTRON CORPORATION in Norwood, MA",C-1566027
"""1. Due to the nature of the work - Distancing guidelines are not followed. Employer has not developed alternate methods such as face masks to protect employee from the risk of exposure, Employees are picking up each other phones and working in close contact in an office setting. 2. Company has not provided information and instruction on social distancing practices in the work place to help minimize the spread on COVID19. 3. NOTE: Please refer to local health authority or www.cdc.gov for additional pandemic workplace safety guidance."" - Data Bank IMX, LLC in Canton, MA",C-1566159
"""Adequate protocols are not in place to protect employees who are swabbing symptomatic patients for strep and flu tests. No fit testing for N-95 mask employees are required to wear."" - AFC Urgent Care in Dedham, MA",C-1566185
"""1. Employer has not provided follow-up care or information to employees regarding positive COVID diagnosis of co-worker. Remaining employees have not been informed in accordance with HIPPA and Mass Department of DPH guidelines, about co-workers with COVID19 and how they should protect themselves and/or quarantine. 2. Protective equipment is not provided to employees to minimize spread of COVID19 which may include gloves and or masks. 3. Informational meeting on COVID 19 have not been conducted with all employees to explain the employer?s efforts to minimize the spread of COVID 19 in the work place; 4. Facility where positive COVID19 employee worked, has not been disinfected; 5. Employer has not initiated routine cleaning/disinfecting in work place to prevent spread of COVID 19. 6. Due to the nature of the work - Distancing guidelines are unable to be followed. Employer has not developed alternate methods to protect employee from the risk of exposure; 7. NOTE: Please refer to local health authority of www.cdc.gov for additional pandemic workplace safety guidance; 8. The Grow Area: Not maintained in a sanitary condition. There is mold growth in ac units, on walls, ceiling. 9. Mezzanine: Not maintained in sanitary condition. Sinks are not cleaned; 10. There are an inadequate amount of bathroom stalls and urinals for the 300 and more employees that"" - New England Treatment Access, in Franklin, MA",C-1566280
"""1. The employer had not cleaned the restrooms, cafeteria, locker and wash rooms. 2. The cafeteria ceiling floods creating a hazard for the employees. 3. There are leaks/floods in the ceiling creating a hazard for the employees working and walking. 4. The employees are given shop rags to clean the tables in the cafeteria. Disinfectants are given to the employees with the dirty shop rags to clean the tables. 5. There employees are exposed to sanitation hazards in the workshop. 6. The employees are working in close proximity to each other and the employer is not requiring the employees to practice social distance in accordance with Center of Disease Control (CDC) guidelines when working and moving though the facility, some staff have to work together to complete job tasks, such as but not limited to the maintenance employees. 7. Employees are not provided with personal protective equipment (PPE), such as but not limited to face masks when working in close proximity to other workers. 8. Proper disinfecting and cleaning is not being performed in accordance with CDC guidelines. It is alleged that places, such as but not limited again to the restrooms, cafeteria, locker and wash rooms are not being cleaned with EPA or similar approved products to disinfect these and similar areas. 9. CDC guidelines, such as but not limited to the Interim Guidance for Business and Employer's to Plan and Respond to Coronavirus Disease 2019 (COVID-19) are not being followed. 10. The second shift electricians are not properly trained and exposed to electrical hazards when working on 480V panels. 11. Workers are exposed to mineral oil mists in the oil cellars underneath roller mills 11, 13, and 14. 12. The employees are exposed to fall hazards at the escape hatches for the oil cellars at the hatches.The"" - Wieland Rolled Products North in Waterbury, CT",C-1569974
"""1. Employer is not following CDC and OSHA guidance for protecting employees from COVID-19 exposure, where social distancing is not enforced. 2. The employer has not implemented adequate procedures to prevent the spread of Influenza and other Influenza-like viruses at the facility. 3. Employees illustrating signs of flu-l ke symptoms, are allowed to work at the facility around other employees exposing them to possible COVID-19 virus."" - Dunkin Donuts in Conway, NH",C-1566264
"""1. After a suspected case of COVID-19 virus, public areas such as the break room were not properly sanitized."" - CRESCENT MANUFACTURING in Burlington, CT",C-1566167
"""1. Employee complaint and concern of having access to only one mask a day per shift."" - Unitex Textile Rental Services in Hartford, CT",C-1566237
"""Employees are conducting vehicle operations that are putting employees at risk for Covid-19 exposure. Vehicles are being moved and serviced by employees who are being transported around the worksite via company vans that transport several employees at once. Because of the crowded van conditions, the workers are much closer to each other than the mandated 6-foot distance. In addition, the employer does not supply workers with masks, or other effective face coverings to protect against potential virus"" - North Atlantic Distr bution in North Kingstown, RI",C-1565878
"""Employees at 230 Homestead Avenue Holyoke, MA are at risk of exposure to COVID-19 because: 1. Social distancing practices (Six foot minimum) and additional work practices controls have not been implemented in the in the work areas where people work at close proximity to each other. 2. Upon discovery of positive COVID-19 employees, employees have not been effectively trained on COVID- 19 hazards for which that they may be exposed due to lack of social distancing, proper work practices and appropriate disinfection practices as recommended by CDC and other local health authorities."" - Sealed Air Corporation (US) in Holyoke, MA",C-1566258
"""Employees are at risk of exposure to the COVID-19 virus because:  1. Social distancing practices (Six foot minimum) and additional work practices controls have not been implemented in the in the work areas where people work at close proximity to each other.  2. Upon discovery of positive COVID-19 employees, employees have not been effectively trained on COVID- 19 hazards for which they may be exposed due to lack of social distancing, proper work practices and appropriate disinfection practices as recommended by CDC and other local health authorities. 3. Employees are not provided and required to wear surgical masks while providing care of patients at close proximity as recommended by the CDC and other local health authorities."" - TEAM Rehab and Wellness in Springfield, MA",C-1566945
"""Employees are not given any PPE Employees feel the warehouse has not been sanitized Employees are not practicing social distancing"" - Buiilders FirstSource in Phillipsburg, NJ",C-1567253
"""Employees are not provided isolation gowns when exposed to positive COVID-19 patients. Nursing staff are provided rain ponchos and their skin is exposed."" - Laurel Brook Rehab and in Mount Laurel, NJ",C-1565726
"""1. Employer did not directly inform employees that two employees died due to COVD19. 2. Employer not following recommended guidelines including but not limited to social distancing."" - Al & John Inc in West Caldwell, NJ",C-1565884
"""Employees including CNAs are not provided personal protective equipment such as, but not including, respiratory protection when providing care for patients and residents that are positive for Covid-19."" - Stratford Manor Rehabilitation & in West Orange, NJ",C-1566289
"""Employer is not following current CDC guidelines for COVID-19 including but not limited to: Social distancing during non essential treatment and appropriate personal protective equipment (PPE)."" - Garden State Treatment Center in Sparta, NJ",C-1567972
"""1. The employer does not have the appropriate measures for infection control plan including personal protective equipment (ppe), training, etc. The employer is not providing ppe for protection against COVID-19 for the employees who travel from farm to farm to administer medicines to chickens. 2. The employer has not implemented social distancing for infection control. Refer to the Centers for Disease Control CDC guidance for employers at this link. https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/businesses-employers.html OSHA in coordination with the Department of Health and Human Services has prepared Guidance on Preparing Workplaces for COVID-19. It can be found here: https://www.osha.gov/Publications/OSHA3990.pdf"" - S C Poultry Services in East Petersburg, PA",C-1566112
"""1. Employees caring for covid-19 clients are not provided with appropriate personal protective equipment."" - Elwyn in Media, PA",C-1566154
"""1. Mice and rats exist in all areas of the building, including office and cafeteria areas. 2. COVID-19 Information Letter sent to the employer as part of this complaint."" - UPS in New Stanton, PA",C-1565949
"""1. Employer has not developed a housekeeping program. 2. Complainant requests COVID-19 Pamphlet be sent to the employer."" - Veka, Inc. in Fombell, PA",C-1566113
"""Throughout the establishment, cleaning services have been discontinued. Bathrooms are no longer being cleaned, garbage is no longer being emptied, and contact surfaces are not being sanitized. The workplace is not being maintained in a sanitary condition to protect employees from potential Covid-19 infection."" - Penn Power Group DBA in Wilkes-Barre, PA",C-1565684
"""Due to Covid-19 concerns, bathrooms have been limited to use by 1 employee at a time. There are not enough bathrooms available for the number of employees working within the establishment."" - JELD-WEN, INC. in Ringtown, PA",C-1565892
"""1. Within the past 2 weeks, the establishment has run out of hand soap and sanitizer. The employer does not have an adequate supply of soap/sanitizer and, when these items run out, the employer waits for up to a full day for them to be replenished the their supplier. 2. Employees have tested positive for COVID-19, and the facility is not being sanitized to protect the remaining employees. 3. In the lunch room, employees are not maintaining social distancing for Covid-19."" - Menasha in Tobyhanna, PA",C-1566162
"""1. Employees have tested positive for COVID-19, and the facility is not being sanitized to protect the remaining employees. 2. Employees cannot maintain social distancing while accomplishing their work."" - Citterio USA, Inc. in Freeland, PA",C-1566292
"""1. Employees and outside contractors are not permitted to wear surgical masks in the facility. 2. Employees are not provided appropriate respirators to wear with patients who have tested positive for COVID-19."" - The Park DBA Luther in Hatboro, PA",C-1565629
"""1. Employees with patient contact, e.g. lab techs and phlebotomists, are not being provided adequate respiratory protection when entering facilities with COVID-19 positive patients (e.g. St. Joseph Manor and Lafayette)."" - Holy Redeemer Hospital in Jenkintown, PA",C-1565803
"""1. Forklifts and high reaches are not inspected prior to use daily by the operators. 2. Wooden pallets are bowing from age and weather and product is falling on employees' heads. 3. The employer is not complying with the Center for Disease Control and Prevention Guidelines or the order of the Governor of the Commonwealth of PA by allowing employees to work in close proximity to one another (not complying with social distancing). Location: Bays A, B, and C"" - Filmtech Corp in Allentown, PA",C-1566288
"""1. Social distancing for COVID-19 is not being utilized for employees working in the fields. Employees are working together within 6-feet of one another in groups of at least 10. 2. Social distancing for COVID-19 is not being utilized for employees when they are transported on the buses and crew vans to the fields. 3. Employees have not been provided with an adequate number of masks for protection against COVID-19."" - Fairview Evergreen Nurseries in Fairview, PA",C-1565873
"""Worried someone from there will being it into community and make this a hotspot. People are packed in there and not wearing masks. People are coughing and not being sent home."" - Dollar General Distribution Center in South Boston, VA",C-1565798
"""Mgmt not enforcing distancing / hygiene policies (ex. people congregating at windows, not coughing into e bows/arms). COVID19 posters not remaining up and visible."" - Quest Diagnostics Carilion Roanoke in Roanoke, VA",C-1565965
"""The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace: 1. Over 10 people (customers) allowed to be in the store at one time. 2. Employee quarantined and allowed to come back after one week."" - Outdoor Power Equipment in Roanoke, VA",C-1566057
"""Located at Waterside Health & Rehab Center, where a patient is suspected to have coronavirus (COVID-19) and the test results are pending: 1. The patient was not placed into a negative pressure room, as recommended by Sentara after discharge from the hospital. 2. Employees that are required to wear N95 tight fitting respirators while entering the patient room were not fit tested. 3. Employees that wear N95 tight fitting respirators, both voluntarily and when mandated, were not properly trained on respirator use. 4. Employees were observed wearing N95 respirators improperly, to include wearing them upside down and not securing the mask with both straps."" - Waterside Health & Rehab in Norfolk, VA",C-1565910
"""Item No.1: The employer is not following CDC guidelines with regards to COVID 19: The company is not disinfecting commonly touched surfaces; and spouses of two employees have tested positive for COVID 19."" - IDX Corporation DBA IDX in Fredericksburg, VA",C-1566126
"""1. The company is not ensuring that all cashier registers and areas are properly sanitized to protect employees against Covid-19. 2. The company has not developed and properly implemented an Infectious Disease Preparedness and Response Plan. An associate was confirmed as positive for Covid-19. Another employee had a relative who was positive for Covid-19 but the employee was coming to work and not quarantine."" - Walmart Supercenter in Decatur, GA",C-1565773
"""1. Washing facilities are not provided at the portable restrooms. 2. Hand sanitizers are not provided to protect employees against Covid-19."" - Solar Farm in Dry Branch, GA",C-1566265
"""Employees are exposed to health hazards, in that the restrooms are not being maintained in a clean manner. Employees are exposed to health hazards, in that soap and/or hand sanitizer is not available to employees working within the establishment."" - Copart Auto Auction in Austell, GA",C-1565899
"""Healthcare workers may be exposed to biological hazards such as, but not limited to COVID-19, because: 1. Employees may work in contaminated areas and may not be provided appropriate personal protective equipment. 2.Contaminated areas such as, but not limited to, treatment rooms, restrooms, etc. may not be properly sanitized."" - Seale Harris Clinic in Birmingham, AL",C-1566869
"""1. The employer is not ensuring that the Center for Disease Control (CDC) guidelines are being followed in the workplace including, but not limited to, providing necessary personal protective equipment (PPE)."" - Target Distr bution Center in Tifton, GA",C-1565720
"""1. The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, providing training for necessary personal protective equipment (PPE, i.e. filtering face pieces), fit testing/medical evaluations for tight fitting negative air respirators, and proper decontamination/disposal of contaminated PPE/laundry."" - Transcare Medical, LLC in Adel, GA",C-1566094
"""1. The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, social distancing (i.e. cafeterias, meetings, etc.)."" - Elberta Crate & Box in Bainbridge, GA",C-1566809
"""The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, providing personal protective equipment (PPE, i.e. filtering face pieces) and practicing social distancing."" - International Paper Company in Oglethorpe, GA",C-1566826
"""1. The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, enforcing social distancing (i.e. cafeteria) and providing hand sanitizer when hand washing with soap and water is not available."" - Richmond County Constructors, LLC in Waynesboro, GA",C-1567225
"""1. The employer is not ensuring that the Centers for Disease Control and Prevention (CDC) guidelines as they relate to the COVID-19 disease are being followed in the workplace including, but not limited to, providing appropriate personal protective equipment (i.e. filtering face pieces) to employees."" - LIFE CARE CENTER OF in Fitzgerald, GA",C-1567291
"""a. The employer has not implemented CDC/OSHA guidelines for prevention of COVID-19 in the Workplace for the protection of all personnel.  1. Employers of workers with potential occupational exposures to coronavirus should follow these practices:  a. Assess the hazards to which workers may be exposed. b. Evaluate the risk of exposure. c. Select, implement, and ensure workers use controls to prevent exposure, including physical barriers to control the spread of the virus; social distancing; and appropriate personal protective equipment, hygiene, and cleaning supplies."" - American Panel Corporation in Ocala, FL",C-1565686
"""1. The employer is not following CDC guidelines of social distancing to protect employee's exposure to COVID-19. 2. The employer is not providing gloves to employees who handle merchandise, money and equipment such as but not limited to the cash register to prevent COVID-19 exposure."" - Walmart Stores, Inc. in Tallahassee, FL",C-1566861
"""1. Sewer water has flooded aisles 8, 9, 16 and 17 exposing employees to biological hazards and slip/fall hazards."" - Publix Supermarkets, Inc. in Fort Walton Beach, FL",C-1566951
"""1. The employer did not institute social distancing per CDC guidelines to prevent employee exposure to COVID-19."" - Super-Pufft Snacks USA, Inc. in Perry, FL",C-1567049
"""There have been cases of COVID-19 in the plant. One employee was taken out due to being sick. The employer has known for over a week. The employer is exposing employees to the virus and still wanting them to come to work."" - Butterball, LLC in Mount Olive, NC",C-1568980
"""Employees are not being provided gloves or masks while caring for elderly residents and not being given training to prevent the spread the Covid-19 virus."" - Waltonwood Costwold Assisted Living in Charlotte, NC",C-1567490
"""The toilet facilities are only being cleaned once a week, not being sanitized and employees are concerned about contracting Coronavirus."" - Choate Construction Company N in Charlotte, NC",C-1567491
"""1. Employees are not being protected from potential exposure to COVID-19. CDC recommendations regarding cleaning and social distancing are not being followed; there are more than 100 people in the store at the same time. 2. Employees are not provided with personal protective equipment or hand sanitizer."" - Lowe's Home Improvement in Nashville, TN",C-1566287
"""1. Employees are not being informed of infections patients so precautions can be taken. 2. Adequate Personal Protective equipment is not provided for employees to use when exposed to potentially infectious patients."" - Good Samaritan Society - in International Falls, MN",C-1567545
"""Complainant alleges: - No PPE (masks, gloves) is provided to employees while working. - Building was claimed to have been sanitized however we don't believe that it actually occurred after an employee contracted COVID-19. - Hand sanitizer is not provided around the facility for use. - Fire exits are blocked by skids (pallets)"" - Tagg Logictics in Hazelwood, MO",C-1566131
"""For employees potentially exposed to COVID-19 infections where a hazard assessment has not been performed that accounts for necessary and required personal protective equipment and administrative controls, to include but not limited to gloves, respirators, aprons/suits, and glasses/face shields. (29 CFR 1910.132, 1910.133, 1910.134, 1910.138)"" - Econofoods in Wahpeton, ND",C-1566109
